date,value
2022-01-27,27.34
2022-01-28,30.68
2022-01-31,35.64
2022-02-01,37.8
2022-02-02,36.9
2022-02-03,33.33
2022-02-04,34.32
2022-02-07,34.68
2022-02-08,37.65
2022-02-09,40.63
2022-02-10,37.38
2022-02-11,33.96
2022-02-14,33.15
2022-02-15,38.37
2022-02-16,38.95
2022-02-17,33.87
2022-02-18,33.69
2022-02-22,31.52
2022-02-23,29.2
2022-02-24,30.37
2022-02-25,35.35
2022-02-28,35.98
2022-03-01,31.19
2022-03-02,36.03
2022-03-03,34.56
2022-03-04,31.13
2022-03-07,26.44
2022-03-08,26.55
2022-03-09,29.99
2022-03-10,29.53
2022-03-11,28.9
2022-03-14,28.11
2022-03-15,29.41
2022-03-16,33.84
2022-03-17,35.02
2022-03-18,36.83
2022-03-21,35.38
2022-03-22,37.82
2022-03-23,33.39
2022-03-24,35.92
2022-03-25,36.74
2022-03-28,36.47
2022-03-29,42.93
2022-03-30,36.86
2022-03-31,34.63
2022-04-01,35.44
2022-04-04,36.9
2022-04-05,33.5
2022-04-06,31.53
2022-04-07,31.03
2022-04-08,29.45
2022-04-11,27.98
2022-04-12,28.41
2022-04-13,30.72
2022-04-14,30.12
2022-04-18,28.21
2022-04-19,32.32
2022-04-20,32.53
2022-04-21,30.42
2022-04-22,26.8
2022-04-25,27.3
2022-04-26,22.89
2022-04-27,22.28
2022-04-28,24.29
2022-04-29,20.6
2022-05-02,21.26
2022-05-03,22.86
2022-05-04,26.88
2022-05-05,21.46
2022-05-06,19.75
2022-05-09,16.24
2022-05-10,16.06
2022-05-11,14.95
2022-05-12,15.26
2022-05-13,17.77
2022-05-16,17.57
2022-05-17,20.4
2022-05-18,16.28
2022-05-19,15.97
2022-05-20,16.18
2022-05-23,17.6
2022-05-24,17
2022-05-25,18.42
2022-05-26,20.34
2022-05-27,23.76
2022-05-31,22.54
2022-06-01,21.13
2022-06-02,24.57
2022-06-03,22.85
2022-06-06,23.35
2022-06-07,25.78
2022-06-08,22.64
2022-06-09,20.32
2022-06-10,17.2
2022-06-13,12.85
2022-06-14,13.36
2022-06-15,13.57
2022-06-16,10.94
2022-06-17,11.85
2022-06-21,13.77
2022-06-22,13.57
2022-06-23,14.38
2022-06-24,17.02
2022-06-27,18.03
2022-06-28,16.81
2022-06-29,16.1
2022-06-30,15.61
2022-07-01,17.85
2022-07-05,17.68
2022-07-06,17.5
2022-07-07,19.91
2022-07-08,20.36
2022-07-11,17.33
2022-07-12,16.53
2022-07-13,16.73
2022-07-14,16.02
2022-07-15,18.24
2022-07-18,17.13
2022-07-19,20.46
2022-07-20,21.89
2022-07-21,23
2022-07-22,21.49
2022-07-25,22.62
2022-07-26,22.34
2022-07-27,26.28
2022-07-28,28.81
2022-07-29,30.33
2022-08-01,30.71
2022-08-02,29.5
2022-08-03,32.42
2022-08-04,32.82
2022-08-05,34.64
2022-08-08,35.85
2022-08-09,33.33
2022-08-10,38.56
2022-08-11,38.56
2022-08-12,42.49
2022-08-15,43.5
2022-08-16,44.31
2022-08-17,41.28
2022-08-18,42.59
2022-08-19,38.4
2022-08-22,33.77
2022-08-23,33.77
2022-08-24,34.27
2022-08-25,38.3
2022-08-26,32.35
2022-08-29,29.83
2022-08-30,27.41
2022-08-31,27.21
2022-09-01,26.91
2022-09-02,25.42
2022-09-06,23.61
2022-09-07,27.34
2022-09-08,28.48
2022-09-09,32.02
2022-09-12,35.45
2022-09-13,27.77
2022-09-14,29.01
2022-09-15,28.91
2022-09-16,26.72
2022-09-19,27.53
2022-09-20,26.92
2022-09-21,23.58
2022-09-22,19.73
2022-09-23,17.51
2022-09-26,16
2022-09-27,16.21
2022-09-28,19.65
2022-09-29,17.27
2022-09-30,16.66
2022-10-03,20.32
2022-10-04,27.19
2022-10-05,27.32
2022-10-06,26.21
2022-10-07,21.98
2022-10-10,21.47
2022-10-11,21.17
2022-10-12,21.58
2022-10-13,24.72
2022-10-14,21.78
2022-10-17,26.26
2022-10-18,28.39
2022-10-19,25.05
2022-10-20,23.02
2022-10-21,26.47
2022-10-24,28.12
2022-10-25,32.08
2022-10-26,33.5
2022-10-27,33.7
2022-10-28,36.54
2022-10-31,36.07
2022-11-01,37.19
2022-11-02,32.82
2022-11-03,31.3
2022-11-04,32.72
2022-11-07,35.67
2022-11-08,36.21
2022-11-09,31.94
2022-11-10,42.52
2022-11-11,44.86
2022-11-14,43.74
2022-11-15,45.57
2022-11-16,43.54
2022-11-17,41.6
2022-11-18,43.13
2022-11-21,42.21
2022-11-22,44.55
2022-11-23,45.06
2022-11-25,45.98
2022-11-28,42.31
2022-11-29,42.82
2022-11-30,48.52
2022-12-01,49.54
2022-12-02,50.3
2022-12-05,47.36
2022-12-06,43.56
2022-12-07,43.05
2022-12-08,44.67
2022-12-09,42.43
2022-12-12,46.09
2022-12-13,47.76
2022-12-14,45.42
2022-12-15,39.32
2022-12-16,38.61
2022-12-19,36.52
2022-12-20,36.62
2022-12-21,39.87
2022-12-22,36.92
2022-12-23,37.47
2022-12-27,36.69
2022-12-28,33.02
2022-12-29,38.73
2022-12-30,38.19
2023-01-03,37.53
2023-01-04,39.66
2023-01-05,37.57
2023-01-06,43.33
2023-01-09,43.93
2023-01-10,46.36
2023-01-11,49.25
2023-01-12,51.24
2023-01-13,53.63
2023-01-17,53.68
2023-01-18,51.09
2023-01-19,48.2
2023-01-20,52.78
2023-01-23,56.07
2023-01-24,55.07
2023-01-25,55.57
2023-01-26,57.66
2023-01-27,59.26
2023-01-30,56.57
2023-01-31,61.35
2023-02-01,66.33
2023-02-02,72.5
2023-02-03,68.19
2023-02-06,65.8
2023-02-07,67.89
2023-02-08,64.7
2023-02-09,61.81
2023-02-10,61.51
2023-02-13,62.71
2023-02-14,63.11
2023-02-15,65.7
2023-02-16,62.71
2023-02-17,62.41
2023-02-21,57.42
2023-02-22,57.42
2023-02-23,57.68
2023-02-24,54
2023-02-27,53.65
2023-02-28,54.3
2023-03-01,53.5
2023-03-02,55.15
2023-03-03,58.21
2023-03-06,55.11
2023-03-07,52.1
2023-03-08,51.95
2023-03-09,46.13
2023-03-10,40.42
2023-03-13,38.71
2023-03-14,42.32
2023-03-15,39.81
2023-03-16,42.42
2023-03-17,39.91
2023-03-20,41.22
2023-03-21,44.37
2023-03-22,39.95
2023-03-23,40.16
2023-03-24,40.26
2023-03-27,41.96
2023-03-28,41.3
2023-03-29,44.56
2023-03-30,45.07
2023-03-31,49.14
2023-04-03,49.49
2023-04-04,46.87
2023-04-05,44.55
2023-04-06,45.36
2023-04-10,46.77
2023-04-11,48.08
2023-04-12,47.02
2023-04-13,49.84
2023-04-14,47.62
2023-04-17,49.24
2023-04-18,48.73
2023-04-19,47.42
2023-04-20,46.21
2023-04-21,46.11
2023-04-24,44.19
2023-04-25,40.46
2023-04-26,38.44
2023-04-27,41.27
2023-04-28,43.69
2023-05-01,43.53
2023-05-02,39.49
2023-05-03,39.59
2023-05-04,38.08
2023-05-05,41.81
2023-05-08,41.41
2023-05-09,41.31
2023-05-10,42.72
2023-05-11,41.51
2023-05-12,42.22
2023-05-15,45.15
2023-05-16,42.02
2023-05-17,45.25
2023-05-18,45.95
2023-05-19,45.55
2023-05-22,47.47
2023-05-23,44.94
2023-05-24,43.73
2023-05-25,41.81
2023-05-26,44.34
2023-05-30,45.05
2023-05-31,44.94
2023-06-01,46.76
2023-06-02,51.26
2023-06-05,49.14
2023-06-06,52.87
2023-06-07,55.65
2023-06-08,54.64
2023-06-09,53.23
2023-06-12,54.09
2023-06-13,56.82
2023-06-14,55.71
2023-06-15,56.33
2023-06-16,56.23
2023-06-20,54.46
2023-06-21,53.7
2023-06-22,52.74
2023-06-23,49.49
2023-06-26,50.4
2023-06-27,53.76
2023-06-28,53.96
2023-06-29,55.28
2023-06-30,56.78
2023-07-03,57.52
2023-07-05,56.14
2023-07-06,53.05
